delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,z_score,is_anomaly
250.99,xpressbees,cosmetics,scooter,two day,east,hot,206.7,3.87,3,16,no,delivered,4,1045.11,-1.0448623000265271,False
250.99,xpressbees,clothing,bike,two day,east,cold,83.5,6.81,3,16,no,delivered,5,437.93,-1.0448623000265271,False
250.99,ecom express,fragile items,truck,same day,central,foggy,9.3,47.62,3,8,no,delivered,5,289.36,-1.0472738755203648,False
250.99,xpressbees,clothing,ev bike,standard,west,rainy,245.9,47.01,12,24,no,delivered,3,1370.53,1.7843751894735997,False
250.99,dhl,pharmacy,ev van,express,north,stormy,225.7,45.7,8,6,yes,delayed,2,1315.6,0.5565361809633195,False
250.99,ecom express,pharmacy,bike,express,east,hot,226.0,37.62,7,6,yes,delayed,2,1292.86,0.24291824449159863,False
250.99,dhl,clothing,bike,two day,west,hot,113.3,34.03,4,16,no,delivered,5,668.59,-0.7159357725733765,False
250.99,ekart,groceries,ev bike,standard,north,stormy,232.3,41.91,12,24,no,delivered,4,1287.23,1.807627406204458,False
250.99,ecom express,electronics,scooter,express,east,cold,87.7,22.38,4,3,yes,failed,2,555.64,-0.724725845517374,False
250.99,dhl,furniture,van,same day,east,rainy,90.1,27.46,6,8,no,delivered,4,632.88,-0.07969979580502849,False
250.99,delhivery,cosmetics,bike,express,north,rainy,110.4,44.94,6,4,yes,delayed,2,736.82,-0.04964826365292083,False
250.99,fedex,documents,bike,same day,central,cold,217.3,3.03,6,8,no,delivered,5,1195.59,-0.04611990111050912,False
250.99,amazon logistics,furniture,truck,standard,south,rainy,75.2,28.25,6,24,no,delivered,3,460.75,-0.08960065684012597,False
250.99,blue dart,automobile parts,ev bike,two day,south,hot,23.2,19.18,2,16,no,delivered,5,173.54,-1.3534030866191789,False
250.99,fedex,documents,ev van,express,north,rainy,78.5,27.87,8,3,yes,delayed,3,526.11,0.608620055208962,False
250.99,blue dart,documents,van,express,north,hot,138.3,47.87,8,4,yes,delayed,3,885.11,0.5367001508954018,False
250.99,xpressbees,clothing,truck,two day,north,cold,96.4,39.33,3,16,no,delivered,4,599.99,-1.0448623000265271,False
250.99,fedex,furniture,ev van,standard,west,cold,216.2,23.93,11,24,no,delivered,4,1152.79,1.5907299896881686,False
250.99,ekart,clothing,van,express,south,stormy,24.1,34.1,7,2,yes,delayed,3,272.8,0.23080885597752332,False
250.99,ekart,fragile items,scooter,standard,east,rainy,197.1,28.23,13,24,no,delivered,4,1070.19,2.1229911162498447,True
250.99,shadowfax,documents,ev bike,same day,west,foggy,94.8,10.02,2,8,no,delivered,4,604.06,-1.3379200313817987,False
250.99,xpressbees,pharmacy,bike,express,south,hot,56.0,22.91,3,3,yes,delayed,2,398.73,-1.0448623000265271,False
250.99,ecom express,clothing,scooter,same day,east,stormy,70.7,5.72,8,8,yes,delayed,3,470.66,0.5654662744945894,False
250.99,dhl,documents,bike,same day,east,rainy,60.4,22.93,6,8,no,delivered,5,470.79,-0.07969979580502849,False
250.99,blue dart,clothing,truck,same day,central,stormy,258.4,22.08,9,8,yes,failed,2,1458.24,0.8517173571478319,False
250.99,amazon logistics,furniture,scooter,two day,central,cold,89.3,34.98,4,16,no,delivered,4,551.44,-0.7313638819222441,False
250.99,shadowfax,electronics,van,two day,south,clear,244.0,13.62,7,16,no,delivered,4,1260.86,0.2278893645719191,False
250.99,xpressbees,electronics,truck,standard,south,stormy,87.8,19.77,8,24,no,delivered,4,498.31,0.5269363052513212,False
250.99,delhivery,furniture,scooter,same day,east,stormy,3.6,20.7,3,8,no,delivered,4,172.6,-1.0079858793829712,False
250.99,ekart,furniture,van,two day,south,cold,3.6,8.75,0,16,no,delivered,3,95.6674,-1.9767371143401853,False
250.99,xpressbees,documents,van,standard,east,rainy,111.0,36.68,9,24,no,delivered,4,665.04,0.8412960263068908,False
250.99,amazon logistics,groceries,bike,express,east,rainy,256.4,33.53,11,7,yes,delayed,3,1432.59,1.5148074058651693,False
250.99,dhl,groceries,ev van,same day,east,foggy,177.9,20.16,7,8,no,delivered,5,1049.98,0.2384181925791455,False
250.99,amazon logistics,cosmetics,ev van,two day,east,rainy,204.2,8.09,9,16,no,delivered,4,1045.27,0.8730441807830512,False
250.99,amazon logistics,furniture,ev bike,standard,central,cold,125.0,39.41,4,24,no,delivered,5,743.23,-0.7313638819222441,False
250.99,dhl,fragile items,bike,two day,north,hot,83.3,34.71,4,16,no,delivered,4,520.63,-0.7159357725733765,False
250.99,ecom express,clothing,van,standard,west,foggy,193.2,33.28,7,24,no,delivered,4,1065.84,0.24291824449159863,False
250.99,ekart,clothing,van,two day,east,foggy,174.3,47.29,10,16,no,delivered,5,1013.37,1.1768999861136842,False
250.99,ekart,groceries,bike,same day,west,clear,11.4,40.22,1,8,no,delivered,5,277.66,-1.6613734042947983,False
250.99,xpressbees,electronics,ev van,express,east,clear,166.4,44.96,6,5,yes,delayed,2,1016.88,-0.10178313685981814,False
250.99,shadowfax,cosmetics,van,standard,west,stormy,189.6,38.07,11,24,no,delivered,5,1062.21,1.4805368813348934,False
250.99,blue dart,groceries,truck,express,west,stormy,111.2,37.33,6,4,yes,delayed,2,717.99,-0.09333426160945842,False
250.99,amazon logistics,groceries,ev bike,same day,west,hot,103.2,37.97,4,8,no,delivered,5,729.91,-0.7313638819222441,False
250.99,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,9,24,no,delivered,4,1323.84,0.8517173571478319,False
250.99,amazon logistics,electronics,van,same day,central,clear,111.9,26.34,5,8,no,delivered,5,738.52,-0.41048226938118504,False
250.99,delhivery,groceries,ev van,standard,south,stormy,86.6,20.64,8,24,no,delivered,5,494.92,0.5892434801671128,False
250.99,amazon logistics,automobile parts,ev bike,standard,west,clear,235.6,48.07,5,24,no,delivered,5,1322.21,-0.41048226938118504,False
250.99,amazon logistics,pharmacy,truck,same day,south,cold,295.5,48.45,6,8,no,delivered,4,1632.7206,-0.08960065684012597,False
250.99,amazon logistics,pharmacy,truck,two day,west,foggy,56.3,43.65,5,16,no,delivered,5,412.45,-0.41048226938118504,False
250.99,shadowfax,furniture,bike,two day,central,stormy,114.2,28.82,6,16,no,delivered,5,657.46,-0.08527251461882447,False
250.99,fedex,furniture,scooter,same day,north,hot,3.6,31.41,2,8,no,delivered,4,203.23,-1.3555998137494514,False
250.99,xpressbees,automobile parts,bike,same day,west,stormy,146.2,22.55,9,8,yes,failed,2,898.65,0.8412960263068908,False
250.99,ekart,automobile parts,ev bike,same day,east,clear,85.6,10.69,3,8,no,delivered,4,560.07,-1.0306459842040243,False
250.99,amazon logistics,groceries,ev van,express,south,rainy,247.9,5.23,9,6,yes,failed,2,1305.19,0.8730441807830512,False
250.99,shadowfax,automobile parts,bike,standard,south,foggy,274.8,0.82,9,24,no,delivered,4,1376.46,0.8542131229534062,False
250.99,fedex,electronics,scooter,standard,west,clear,35.7,10.8,3,24,no,delivered,3,210.9,-1.0282298355897157,False
250.99,fedex,documents,van,express,central,stormy,259.3,27.01,8,7,yes,failed,1,1427.53,0.608620055208962,False
250.99,shadowfax,documents,ev bike,same day,south,clear,65.3,45.09,4,8,no,delivered,5,561.77,-0.7115962730003116,False
250.99,delhivery,cosmetics,van,express,south,clear,93.1,20.89,2,3,no,delivered,3,578.17,-1.327431751292988,False
250.99,blue dart,pharmacy,bike,standard,central,hot,265.8,32.11,9,24,no,delivered,5,1425.33,0.8517173571478319,False
250.99,ekart,furniture,truck,two day,west,clear,110.2,23.24,4,16,no,delivered,4,620.72,-0.7152822741586374,False
250.99,blue dart,documents,bike,standard,west,clear,6.0,0.88,1,24,no,delivered,4,95.6674,-1.668420292871609,False
250.99,dhl,furniture,truck,two day,east,foggy,16.5,21.49,2,16,no,delivered,4,146.97,-1.3521717493417245,False
250.99,xpressbees,documents,ev van,standard,north,cold,102.0,18.67,4,24,no,delivered,4,566.01,-0.7305025789709575,False
250.99,shadowfax,furniture,bike,express,north,rainy,265.4,15.96,13,7,yes,delayed,3,1424.88,2.1068606397163805,True
250.99,fedex,groceries,ev van,two day,north,foggy,27.5,15.43,2,16,no,delivered,5,183.79,-1.3555998137494514,False
250.99,amazon logistics,fragile items,truck,two day,south,hot,59.5,7.79,2,16,no,delivered,3,320.87,-1.3731271070043622,False
250.99,shadowfax,cosmetics,bike,express,north,cold,290.2,29.26,6,7,no,delivered,4,1588.78,-0.08527251461882447,False
250.99,delhivery,clothing,scooter,standard,east,rainy,124.0,40.2,8,24,no,delivered,4,740.6,0.5892434801671128,False
250.99,xpressbees,automobile parts,scooter,two day,north,clear,261.9,41.68,9,16,no,delivered,4,1434.54,0.8412960263068908,False
250.99,shadowfax,pharmacy,ev van,two day,central,rainy,115.6,13.57,8,16,no,delivered,5,618.71,0.5410512437626627,False
250.99,shadowfax,groceries,ev bike,express,east,hot,156.0,14.49,2,5,no,delivered,3,873.47,-1.3379200313817987,False
250.99,shadowfax,furniture,van,standard,north,foggy,284.1,14.35,9,24,no,delivered,4,1463.55,0.8542131229534062,False
250.99,fedex,clothing,truck,same day,north,cold,287.0,8.21,10,8,yes,failed,1,1559.63,1.2633600115284331,False
250.99,delhivery,electronics,van,two day,north,foggy,50.5,31.28,2,16,no,delivered,4,346.34,-1.327431751292988,False
250.99,shadowfax,groceries,van,two day,west,foggy,203.3,7.5,7,16,no,delivered,4,1039.0,0.2278893645719191,False
250.99,amazon logistics,fragile items,truck,same day,west,hot,127.8,20.03,2,8,no,delivered,3,799.09,-1.3731271070043622,False
250.99,ekart,groceries,scooter,two day,east,cold,45.8,27.22,1,16,no,delivered,5,310.66,-1.6613734042947983,False
250.99,shadowfax,groceries,ev bike,same day,west,hot,8.7,33.93,0,8,no,delivered,5,245.29,-1.9642437897632858,False
250.99,delhivery,automobile parts,ev van,standard,north,rainy,152.8,48.37,6,24,no,delivered,4,909.11,-0.04964826365292083,False
250.99,dhl,automobile parts,ev van,same day,south,rainy,29.0,40.89,5,8,no,delivered,4,367.67,-0.3978177841892025,False
250.99,dhl,furniture,scooter,standard,north,clear,281.6,19.81,8,24,no,delivered,3,1467.43,0.5565361809633195,False
250.99,ecom express,electronics,van,same day,east,stormy,75.7,41.47,8,8,yes,delayed,2,602.91,0.5654662744945894,False
250.99,blue dart,cosmetics,scooter,standard,north,cold,132.5,14.18,3,24,no,delivered,4,705.04,-1.0383858803667487,False
250.99,ekart,cosmetics,truck,standard,west,rainy,218.2,34.0,10,24,no,delivered,5,1193.0,1.1768999861136842,False
250.99,dhl,automobile parts,scooter,express,east,rainy,152.8,10.46,8,5,yes,delayed,2,845.38,0.5565361809633195,False
250.99,ecom express,automobile parts,van,same day,west,cold,113.8,21.95,4,8,no,delivered,3,734.85,-0.724725845517374,False
250.99,amazon logistics,pharmacy,bike,standard,east,clear,189.3,30.78,7,24,no,delivered,5,1038.84,0.2312809557009331,False
250.99,delhivery,electronics,truck,two day,north,rainy,60.1,40.63,5,16,no,delivered,3,422.39,-0.36909413556293763,False
250.99,ekart,documents,truck,same day,south,foggy,147.7,46.57,6,8,no,delivered,4,978.21,-0.08455485406786362,False
250.99,amazon logistics,cosmetics,truck,two day,north,cold,289.0,48.99,6,16,no,delivered,4,1591.97,-0.08960065684012597,False
250.99,delhivery,pharmacy,van,express,north,cold,235.6,42.35,7,6,yes,delayed,3,1355.05,0.269797608257096,False
250.99,amazon logistics,groceries,ev bike,same day,central,cold,101.1,9.76,4,8,no,delivered,4,634.78,-0.7313638819222441,False
250.99,ekart,groceries,truck,two day,central,cold,273.9,42.56,6,16,no,delivered,3,1497.18,-0.08455485406786362,False
250.99,ecom express,cosmetics,scooter,standard,north,clear,262.6,29.36,4,24,no,delivered,4,1401.08,-0.724725845517374,False
250.99,ekart,groceries,van,two day,east,clear,82.2,18.81,2,16,no,delivered,3,467.43,-1.3460096942494113,False
250.99,dhl,clothing,truck,same day,south,cold,280.3,15.29,7,8,no,delivered,4,1547.37,0.2384181925791455,False
250.99,shadowfax,automobile parts,bike,same day,east,foggy,146.1,36.12,8,8,yes,delayed,2,938.86,0.5410512437626627,False
250.99,blue dart,groceries,van,same day,west,clear,279.9,21.63,12,8,yes,failed,2,1564.39,1.7967689759051222,False
250.99,shadowfax,documents,ev van,same day,south,stormy,165.4,43.2,11,8,yes,delayed,2,1056.6,1.4805368813348934,False
250.99,fedex,electronics,van,two day,central,cold,29.9,47.31,2,16,no,delivered,3,291.43,-1.3555998137494514,False
250.99,amazon logistics,furniture,truck,standard,north,hot,42.6,44.55,1,24,no,delivered,4,346.65,-1.6940087195454212,False
250.99,ecom express,automobile parts,ev bike,standard,east,foggy,149.9,23.31,10,24,no,delivered,4,819.43,1.2105623345005712,False
250.99,shadowfax,clothing,scooter,standard,west,rainy,8.4,44.16,4,24,no,delivered,4,174.48,-0.7115962730003116,False
250.99,dhl,documents,ev bike,two day,east,hot,230.8,30.01,6,16,no,delivered,4,1244.03,-0.07969979580502849,False
250.99,dhl,clothing,bike,express,west,clear,93.0,9.37,2,3,no,delivered,4,543.11,-1.3521717493417245,False
250.99,dhl,electronics,van,two day,west,clear,10.4,4.59,1,16,no,delivered,4,95.6674,-1.6702897377258985,False
250.99,amazon logistics,pharmacy,truck,two day,north,hot,194.9,2.42,4,16,no,delivered,4,981.76,-0.7313638819222441,False
250.99,ekart,documents,scooter,express,west,rainy,182.1,2.26,11,5,yes,delayed,2,967.28,1.492263696159071,False
250.99,blue dart,cosmetics,ev bike,standard,south,clear,38.8,40.89,3,24,no,delivered,4,316.67,-1.0383858803667487,False
250.99,dhl,groceries,bike,two day,north,cold,55.2,6.78,1,16,no,delivered,3,296.34,-1.6702897377258985,False
250.99,delhivery,pharmacy,truck,express,east,stormy,223.3,44.36,12,6,yes,failed,1,1299.58,1.86702696780718,False
250.99,delhivery,electronics,truck,express,west,hot,46.2,14.83,2,2,no,delivered,5,325.49,-1.327431751292988,False
250.99,delhivery,documents,ev bike,two day,south,hot,3.6,49.52,1,16,no,delivered,5,163.39,-1.646877623203005,False
250.99,xpressbees,groceries,scooter,express,north,hot,297.1,22.0,5,8,no,delivered,5,1615.5,-0.4161428579153878,False
250.99,xpressbees,electronics,bike,express,central,hot,87.8,7.72,3,3,no,delivered,5,512.16,-1.0448623000265271,False
250.99,xpressbees,groceries,truck,express,central,hot,267.4,11.53,9,7,yes,delayed,2,1421.59,0.8412960263068908,False
250.99,fedex,furniture,ev van,two day,east,stormy,124.8,10.84,10,16,no,delivered,4,656.52,1.2633600115284331,False
250.99,xpressbees,groceries,ev bike,express,south,clear,288.9,8.3,6,7,no,delivered,4,1519.4,-0.10178313685981814,False
250.99,blue dart,furniture,scooter,two day,central,hot,129.5,39.84,4,16,no,delivered,4,767.02,-0.7233686741143186,False
250.99,ecom express,fragile items,van,same day,south,foggy,225.0,7.32,11,8,yes,delayed,3,1246.96,1.533110364503562,False
250.99,fedex,cosmetics,scooter,standard,south,stormy,289.7,24.36,14,24,no,delivered,5,1521.58,2.572839924167375,True
250.99,ecom express,electronics,ev bike,standard,south,rainy,85.4,41.07,7,24,no,delivered,4,550.21,0.24291824449159863,False
250.99,blue dart,pharmacy,truck,same day,east,hot,9.9,30.24,0,8,no,delivered,3,240.22,-1.983437499124039,False
250.99,fedex,automobile parts,van,standard,west,hot,135.1,37.59,4,24,no,delivered,5,788.27,-0.7008598574299802,False
250.99,xpressbees,fragile items,bike,standard,south,stormy,228.6,5.64,9,24,no,delivered,4,1159.92,0.8412960263068908,False
250.99,fedex,documents,truck,express,north,rainy,169.6,41.44,9,5,yes,delayed,3,1022.32,0.9359900333686975,False
250.99,fedex,fragile items,van,express,central,foggy,250.7,29.97,10,7,yes,failed,2,1393.41,1.2633600115284331,False
250.99,blue dart,fragile items,bike,two day,north,rainy,80.7,0.67,7,16,no,delivered,4,404.76,0.22168294464297167,False
250.99,dhl,groceries,scooter,two day,east,stormy,21.3,41.19,7,16,no,delivered,3,230.07,0.2384181925791455,False
250.99,ekart,fragile items,ev bike,two day,north,clear,67.1,32.91,2,16,no,delivered,4,434.23,-1.3460096942494113,False
250.99,ekart,pharmacy,ev bike,standard,west,foggy,69.4,0.99,5,24,no,delivered,3,349.97,-0.39991856411325055,False
250.99,xpressbees,cosmetics,van,two day,south,cold,101.2,39.37,2,16,no,delivered,5,624.11,-1.3592220210820967,False
250.99,shadowfax,cosmetics,ev bike,two day,north,rainy,94.2,49.37,5,16,no,delivered,4,619.11,-0.398434393809568,False
250.99,shadowfax,fragile items,ev bike,same day,north,foggy,71.0,32.56,5,8,no,delivered,3,552.68,-0.398434393809568,False
250.99,dhl,automobile parts,truck,two day,east,foggy,37.4,42.36,3,16,no,delivered,4,314.08,-1.0340537609575504,False
250.99,ecom express,fragile items,scooter,two day,north,cold,157.0,43.03,3,16,no,delivered,4,914.09,-1.0472738755203648,False
250.99,delhivery,groceries,van,same day,east,cold,213.7,49.52,5,8,no,delivered,5,1317.81,-0.36909413556293763,False
250.99,dhl,pharmacy,ev bike,express,central,cold,272.6,12.84,8,7,yes,delayed,2,1451.52,0.5565361809633195,False
250.99,blue dart,pharmacy,scooter,express,south,stormy,83.5,24.02,7,3,yes,delayed,2,539.56,0.22168294464297167,False
250.99,dhl,fragile items,truck,express,central,foggy,198.5,20.1,4,5,no,delivered,5,1102.8,-0.7159357725733765,False
250.99,ecom express,groceries,ev bike,express,west,hot,158.7,35.06,6,5,yes,failed,2,948.68,-0.07962978551139223,False
250.99,dhl,documents,truck,same day,north,clear,265.3,31.8,5,8,no,delivered,5,1521.9,-0.3978177841892025,False
250.99,ecom express,cosmetics,truck,express,east,stormy,208.8,22.83,9,6,yes,delayed,2,1162.49,0.8880143044975803,False
250.99,fedex,automobile parts,scooter,express,east,rainy,55.7,46.5,3,3,yes,failed,1,468.0,-1.0282298355897157,False
250.99,xpressbees,automobile parts,van,standard,east,foggy,80.6,45.16,4,24,no,delivered,3,538.48,-0.7305025789709575,False
250.99,fedex,clothing,bike,same day,east,stormy,187.7,6.69,13,8,yes,delayed,3,1058.57,2.2454699460076397,True
250.99,ekart,automobile parts,bike,standard,south,foggy,225.6,22.83,9,24,no,delivered,5,1196.49,0.8615362760682972,False
250.99,xpressbees,fragile items,truck,express,east,rainy,24.5,0.67,5,2,yes,delayed,2,174.12,-0.4161428579153878,False
250.99,ecom express,clothing,scooter,standard,west,rainy,194.3,29.51,6,24,no,delivered,4,1060.03,-0.07962978551139223,False
250.99,ekart,electronics,van,express,central,foggy,52.0,43.18,6,3,yes,delayed,3,439.54,-0.08455485406786362,False
250.99,amazon logistics,clothing,van,same day,north,clear,282.9,31.33,8,8,yes,delayed,2,1608.49,0.5521625682419922,False
250.99,ekart,automobile parts,van,same day,north,cold,289.2,16.14,9,8,yes,failed,1,1594.42,0.8615362760682972,False
250.99,xpressbees,cosmetics,ev bike,standard,east,cold,257.9,45.92,5,24,no,delivered,3,1427.26,-0.4161428579153878,False
250.99,amazon logistics,pharmacy,van,same day,east,hot,258.3,42.79,12,8,yes,delayed,2,1519.87,1.8356890184062284,False
250.99,fedex,pharmacy,ev van,express,central,rainy,288.4,44.12,9,7,yes,delayed,2,1624.36,0.9359900333686975,False
250.99,xpressbees,groceries,van,express,east,hot,86.5,37.04,3,3,no,delivered,4,593.62,-1.0448623000265271,False
250.99,ekart,automobile parts,ev van,same day,south,stormy,157.3,4.51,9,8,yes,delayed,2,900.03,0.8615362760682972,False
250.99,delhivery,clothing,ev van,standard,central,rainy,41.0,29.25,6,24,no,delivered,5,292.75,-0.04964826365292083,False
250.99,delhivery,documents,van,standard,central,foggy,137.4,27.87,7,24,no,delivered,3,770.61,0.269797608257096,False
250.99,fedex,clothing,ev bike,standard,north,clear,32.3,46.58,1,24,no,delivered,4,301.24,-1.6829697919091868,False
250.99,ecom express,fragile items,van,express,central,clear,207.8,40.12,6,6,yes,delayed,2,1209.36,-0.07962978551139223,False
250.99,blue dart,furniture,ev van,standard,south,foggy,23.6,12.4,3,24,no,delivered,4,155.2,-1.0383858803667487,False
250.99,fedex,cosmetics,ev bike,standard,south,clear,258.0,37.92,8,24,no,delivered,4,1403.76,0.608620055208962,False
250.99,xpressbees,automobile parts,van,same day,north,cold,255.6,18.93,7,8,no,delivered,5,1434.79,0.2125765841957515,False
250.99,blue dart,clothing,scooter,standard,north,cold,289.7,19.13,5,24,no,delivered,5,1505.89,-0.40835146786188853,False
